Age (ka),Mass Flux (g/cm2kyr)
26.8939,3.899766326
26.898,3.865789276
26.9,3.870942793
26.91,3.813845882
26.9525,3.887898653
26.97253385,3.826777161
26.997,3.795478725
27.046,3.615704231
27.084,3.641924098
27.098,3.573445602
27.1,3.646476969
27.125,3.672649966
27.1411,3.749917499
27.15,3.748397425
27.177,3.849165568
27.2353,3.935334772
27.286,3.854896745
27.3,3.634170787
27.3,3.624374663
27.311,3.58549622
27.33217288,3.565253887
27.4034,3.589277446
27.4199,3.650688512
27.4205,3.805685887
27.5,3.749069295
27.5,3.686180856
27.5282,3.70314433
27.54,3.713772205
27.56878955,3.754902453
27.575,3.701303073
27.6,3.663274184
27.6042,3.766618983
27.61,3.70250273
27.6192,3.779038138
27.71,3.840234642
27.8206,3.850594149
27.83333333,3.761435404
27.83333333,3.676275368
27.8426,3.818348256
27.8663,4.051108502
27.8794,4.121343545
27.89,4.23509132
27.954,4.222814859
27.965,4.157627947
27.97,4.099136612
28,4.207252822
28,4.136516603
28.0312,4.074396887
28.0441,4.089762446
28.07,4.339029476
28.0956,4.354865441
28.1775,4.25046958
28.2,4.214980527
28.20190335,4.181289325
28.23079034,4.147422073
28.2379,4.191094616
28.25,4.228110612
28.301,4.466776385
28.333,4.503221613
28.343,4.43311223
28.4,4.400816982
28.43,4.154052574
28.4628,4.210416798
28.5,4.281434393
28.5,4.293207139
28.5,4.369935704
28.515,4.312664766
28.5442,4.539715177
28.5549,4.542778213
28.556,4.461809857
28.6,4.457934125
28.61,4.425372168
28.6551,4.388104218
28.6565,4.406149839
28.6912,4.415249147
28.707,4.37395604
28.7566,4.359421171
28.793,4.394939815
28.8404,4.758340201
28.86,4.588541771
28.8728,4.30117202
28.9,4.173266927
28.94243333,4.232824658
28.9951,4.337206831
29,4.355166103
29.0724,4.263529871
29.0909,4.203848168
29.1,4.145112526
29.125,4.162430242
29.232,4.301051184
29.2457,4.430860153
29.285,4.665360426
29.3,4.601322448
29.32,4.518736994
29.3382,4.617206809
29.3447,4.615210874
29.4448,4.761722778
29.48339994,4.644291179
29.4897,5.04935402
29.49,4.983084371
29.491,4.94476669
29.5055,4.914196334
29.5503,4.996167613
29.6938,5.333335249
29.72199225,5.315551215
29.8,5.162005431
29.8235,5.146082744
29.9069,5.764444283
29.9472,5.777597536
30.01158628,6.026424072
30.1,6.19408772
30.133,6.080195604
30.1441413,5.929560799
30.20232558,5.732510096
30.2254,5.692903718
30.23,5.559039656
30.2602,5.769980054
30.2602,6.363737988
30.26951767,6.224768158
30.3088,6.023606818
30.3225,5.9951935
30.3242,5.979533941
30.3626,6.341544851
30.4561,6.333067639
30.4706,6.297360586
30.4924,5.965283991
30.52744906,5.961385238
30.556,5.437712342
30.59863765,5.311685442
30.6,5.195680749
30.608,5.055883371
30.6324,5.059062604
30.6488,5.875289625
30.658,5.823470054
30.668,5.678016577
30.6726,5.629441504
30.7311,5.77252748
30.7538,5.69756682
30.9559,5.22012951
30.9701,5.337906215
31.0333,5.431142339
31.0533,5.273841807
31.1,5.26338416
31.1,5.175936797
31.1587,5.332218834
31.1849,5.179632034
31.305,4.74177545
31.3377,4.802759052
31.37,4.481125605
31.4005,4.493584865
31.4068,4.708262174
31.5,4.865238419
31.5667,5.989890682
31.5667,6.103341846
31.576,6.110632446
31.68,7.205586108
31.7,6.966372959
31.72229777,6.748729169
31.752,6.461497487
31.7647,6.507168048
31.7677,6.492124289
31.7684,6.594890628
31.78,6.550126831
31.787,6.802819085
31.81501706,6.680065892
31.8404,6.632807355
31.8975,6.472481356
31.9146,6.441456967
31.97,6.298474232
32.0615,6.462138651
32.0750374,6.326310225
32.0813,6.135821488
32.1,6.266781548
32.1304,6.326954796
32.1934,6.686853467
32.2075,6.595062485
32.2083,6.577945603
32.23,6.392189452
32.3431,6.444867674
32.3455,6.410638939
32.3574,6.410638939
32.3635,6.399773834
32.3695,6.26153736
32.4176,6.277284686
32.418,6.152184913
32.4348,6.152059157
32.45,6.367270969
32.4536,6.313444234
32.4995,6.161014063
32.5,6.021470521
32.5077,6.059597702
32.516,5.94038373
32.5236,5.913637574
32.5437,5.900170973
32.5451,5.807229752
32.5735,5.196483099
32.5797,5.192492734
32.6158,5.298175642
32.6296,5.183460422
32.635,5.180337492
32.64,5.082053484
32.6698,5.172836889
32.6878,4.795309286
32.7239,4.987703104
32.7599,5.259256343
32.7959,5.148136571
32.8057,5.344045338
32.8261,5.470972454
32.832,5.651941135
32.8458,5.62402612
32.868,5.7308826
32.904,5.988525931
32.9401,6.231003085
32.9761,6.569887199
33,6.483797292
33.0121,6.645991746
33.01609429,6.562002941
33.0482,6.590889673
33.07,6.524342969
33.12,6.698166046
33.1743,6.598030686
33.2067,6.415264372
33.2644,6.536786698
33.308,6.438864925
33.308,6.555758131
33.31,6.420834048
33.3485,6.472895826
33.3544,6.41049949
33.3705,6.41707
33.4085,6.324010775
33.41628063,6.243080667
33.5217,6.601539364
33.523,6.487950867
33.61,6.665465685
33.63,6.633448278
33.7334,6.58495863
33.747,6.425123423
33.7839,6.019261122
33.843,5.69676487
33.8512,5.720867672
33.9,5.403922009
33.96,4.727469829
34.1905,4.001767982
34.2586,4.654725654
34.2727,4.583181139
34.32,4.565118157
34.3539,4.480452983
34.3571,4.759264877
34.35932441,4.654587563
34.361,4.458431072
34.4,4.500232236
34.4566,4.520989711
34.5,4.32769011
34.5,4.149947472
34.6543513,4.148867036
34.7255,4.034247602
34.76,3.93815637
34.78,3.834831899
34.8566,3.492555581
34.86,3.523610825
34.86744186,3.416503127
34.925,3.506905045
34.9381,3.358581081
34.989,3.20680222
35,3.154855715
35,3.095336657
35.0168,3.242254595
35.099,3.16959112
35.1711,4.653325581
35.2092,5.119692079
35.295,4.736226559
35.3593,4.730334403
35.5,5.772590632
35.5,5.957935784
35.5153,5.684701247
35.6,5.504659139
35.6471,5.408562883
35.65,5.219161689
35.67659574,5.162539231
35.68607686,5.057118512
35.75,5.105182721
35.8,5.24033825
35.862,5.018866714
35.8705,5.101696707
35.89,4.976740677
35.94400825,5.179193166
35.95,4.968059384
36,5.519667462
36.0924,5.208949593
36.1108,5.166052491
36.1599,5.489667574
36.20193964,3.667953712
36.236,3.597569795
36.27,3.526139091
36.27,3.461151954
36.2941,3.487589021
36.2953,4.062604238
36.388,3.782693866
36.4564,3.708011693
36.45987103,3.829007414
36.496,3.714881623
36.5,4.785286688
36.6069,4.955607584
36.64,4.880471508
36.6696,4.917994264
36.69,5.01527665
36.7,4.911716746
36.7286,12.43846546
36.7667,12.60396546
36.81666667,12.5644512
36.861,13.17067051
36.8767,13.08022217
36.87946309,12.7142498
36.8811,12.3190546
36.91395349,12.28911589
36.988,12.71122659
37,15.0775889
37.02,14.65542825
37.05,14.21525413
37.059,13.83382769
37.1029,13.99153819
37.1105,13.68804177
37.12,13.70074864
37.1377,13.34060652
37.1619,13.37257689
37.17,12.98816215
37.2467,12.94837836
37.26,12.83313113
37.332,13.3168118
37.458,13.80060109
37.46976744,13.61320776
37.5,13.23415314
37.5952,20.04323287
37.6,19.47871784
37.61,19.4867556
37.611,21.33138327
37.7774,16.89581494
37.7841,16.28487616
37.79,15.79751603
37.825,15.77879452
37.8333,21.68259833
37.9118,25.52799848
38.0285,27.25957735
38.0611,28.95019038
38.0905,27.75823448
38.111,30.2876069
38.2248,33.2697705
38.28,34.60391012
38.361,35.56158377
38.4,33.88127413
38.401,32.28058583
38.503,33.64759531
38.5588,32.32209156
38.56,31.0036095
38.56,29.79911835
38.59,28.58860867
38.61,21.50931681
38.68333333,18.06612486
38.736,19.93995943
38.8951,17.44825694
38.9,16.67034307
38.92,13.37051104
38.96046512,12.78876477
38.97677852,12.3285638
39.0118,12.32776913
39.17,9.684879573
39.2,9.328556729
39.2,8.99888354
39.252,8.948138736
39.3284,23.39393971
39.361,22.70984245
39.442,23.75582604
39.4545,22.76804121
39.5,21.92378286
39.5,21.45715453
39.5,20.98425609
39.5,20.58255924
39.5294,21.08924153
39.5553,20.32021462
39.63,23.95125328
39.7617,23.39909809
39.8428,22.47078586
39.8529,22.68143285
39.8529,22.96176385
39.9216,22.15700226
39.9624,22.54511601
40.195,27.20769427
40.198,26.0173123
40.2235,27.06887896
40.25,25.93899601
40.34,12.00421096
40.368,11.91267548
40.4444,11.91390075
40.4822,11.96706895
40.5202,12.1819711
40.5421,11.40559136
40.57,12.26705366
40.5746,11.6374578
40.584,11.16075808
40.6482,10.42412516
40.75,10.38276656
40.86,7.471870287
40.913,7.704424
40.93,8.854182005
40.9581,8.428483709
41.00697674,7.978817391
41.0265,7.62495611
41.0429,7.49194687
41.0429,7.349397734
41.07409396,7.141752906
41.1013,7.088179215
41.11,7.864324005
41.1471,7.749830224
41.16666667,7.484062075
41.16666667,7.238626761
41.213,4.847911677
41.25,4.964778093
41.29,5.580724878
41.3,5.449617793
41.39,5.571758456
41.4595,5.52988169
41.46,6.213253537
41.4609,6.051232753
41.47,5.900098259
41.511,5.825855868
41.5316,6.540123197
41.5545,6.664615031
41.59,6.57877268
41.64,6.838375406
41.6711,6.740065902
41.672,6.57058919
41.67375887,6.489598454
41.8,6.226763454
41.82,6.605545163
41.8373,6.501748066
41.8636,6.730730612
41.9185,6.390224534
41.9559,5.750741257
42.0076,6.066752845
42.03023256,6.083853272
42.052,6.159992212
42.058,6.013090122
42.09,5.991808189
42.2702,5.99889381
42.337,5.36311188
42.4608,5.356552202
42.5074,5.750743997
42.53333333,4.906127947
42.7,4.861294966
42.7,4.697282945
42.704,4.565436383
42.7647,4.503022879
42.8142,4.873892024
42.887,3.996445849
42.95,3.991437669
43.05348837,3.788457726
43.0712,3.721921704
43.0794,3.561765377
43.1714094,3.606612187
43.2665,3.770388193
43.3,3.604660088
43.3671,4.288265338
43.5323,3.59663747
43.5735,3.751636572
43.5735,3.759959985
43.646,3.942061541
43.68959752,3.862023919
43.7649,4.402859126
43.8203,4.099910423
43.8333,4.250146422
44.0445,4.583715494
44.19,5.301647035
44.2238,4.953338225
44.252,4.715219354
44.2734,5.784720203
44.39,5.269594
44.43263158,5.055180737
44.5,5.055180737
44.5,4.859549564
44.5441,4.664250919
44.584,4.679964039
44.6364,4.518190728
44.6961,4.655833447
44.7155,4.840954588
44.7372093,4.630375697
44.81,4.323097796
44.824,4.230677221
44.8846,4.079224397
44.92798762,3.962109303
44.9583,3.846988597
45.094,3.46922191
45.1,3.348731421
45.2106,3.385238203
45.3108,2.504958124
45.32,2.478887145
45.3529,2.503597969
45.38198198,2.4421286
45.52333892,2.516607083
45.5968,2.440005709
45.6538,2.464892471
45.6661,3.022492539
45.8,2.450038239
46.038,2.581639645
46.1785,5.137539705
46.2,4.805470862
46.2,4.518896062
46.27,4.445491548
46.3667,4.763272069
46.38333333,4.711353457
46.4231,4.711353457
46.6168,6.083125621
46.7,5.32071748
46.7555,4.937001579
46.8088,6.430244573
46.8861,6.174035717
46.92,5.858467154
46.944,5.629987883
46.9735,5.287248372
46.997,6.775534568
47.0463,10.12573973
47.06666667,9.596642602
47.1923,9.751782641
47.2198,12.09137588
47.25,11.87131362
47.4559,14.2260795
47.5674,15.67039391
47.61,14.7724461
47.6319,13.982745
47.83333333,14.32734509
47.83333333,13.45936097
47.9141,14.10095759
47.934,14.0701225
47.9615,17.35989447
48.05,13.91004997
48.4265,13.19483631
48.491,11.7845354
48.51,10.87176156
48.518,11.54202505
48.5533,11.03088799
48.5833,9.162228877
48.7308,10.04441036
48.9554,11.84603009
49.064,7.139348384
49.0735,6.649174702
49.14,6.077470884
49.3994,6.014826923
49.43176996,4.932881536
49.4722,4.656196086
49.5,4.630892695
49.5,4.403371537
49.5,4.277772454
49.552,3.238285537
49.58,3.060921323
49.6496,2.564908689
49.7,2.518537316
49.8182,2.287728628
49.892,2.432631312
49.9,2.409407917
50.01666667,2.253486885
50.2692,3.536872919
50.5,4.34895902
50.5173,4.362555573
50.6912,4.750744411
50.7007,4.777721067
50.88,4.597832505
51.0333,5.588045533
51.0385,5.697952708
51.064,5.283239224
51.1698,4.847446346
51.184,4.581877141
51.3851,3.114055382
51.5,3.110914504
51.5,3.028067428
51.6957,2.890277259
51.8077,2.970789851
51.98333333,3.021000611
52.00465116,2.84775154
52.1719,2.563235442
52.2,2.509393137
52.25,2.467289367
52.2529,2.845033954
52.4375,3.316966959
52.5769,3.496676784
52.7881,3.369573115
52.8576,3.170506882
52.9471,3.492706274
52.9615,3.447302699
53.2,4.040534601
53.2437,3.911820531
53.2942,4.16871977
53.304,4.00314269
53.3462,4.044280595
53.42,3.716038011
53.4677,3.299285759
53.554,3.159976184
53.7,3.046058492
53.8375,3.340254899
53.94117647,3.305629228
53.95,2.900226008
53.9884,3.125819806
53.99553265,2.971708265
54.1154,2.971708265
54.2333,3.073749357
54.26,2.928817877
54.4065,2.328862195
54.5,2.226951819
54.5,2.118049567
54.5,1.995434629
54.6474,2.282281361
54.8846,2.418428984
54.91,2.388363555
55,2.397859644
55.0297,2.644757658
55.049,2.560106412
55.2,2.516719147
55.2375,2.728406831
55.3,2.81867506
55.44,2.795608064
55.53892815,3.189148289
55.6538,2.972405279
55.7596,3.05456111
55.91666667,2.684674531
55.933,2.896404953
55.97,3.31541798
56.0243,3.279443065
56.14,3.021656965
56.3125,3.105576922
56.33,2.860887765
56.4231,3.097299635
56.55,3.219591552
56.659,3.057233517
56.7615,2.964445212
56.999,2.903480869
57.1923,3.518521025
57.2,3.375359772
57.3715,3.212263744
57.4167,3.191096151
57.4594,3.211805618
57.58,3.348819836
57.6665,3.358015072
57.85,3.078674036
57.9615,3.192710589
57.9667,3.31671615
58.3272,3.194801286
58.396,3.293603951
58.5,2.957107834
58.62,2.861605473
58.6458,3.333432801
58.7308,3.700661987
58.8074,4.3623905
59.0715,4.581941405
59.0883,4.238078013
59.1,4.101864268
59.195,4.303826114
59.252,4.170293804
59.27,3.932542242
59.4236,4.091449722
59.4745,4.044972851
59.48,3.827102944
59.5,3.915035012
59.58823529,3.725422024
59.68116592,3.461566913
59.7,3.390331981
59.7,3.27993901
59.878,2.580630592
59.8892,3.126323472
60.0627,5.024923665
60.2014,5.718456073
60.24,5.431065156
60.25062657,5.147022894
60.2649,5.097384094
60.2692,4.967336214
60.2692,5.245027256
60.3,5.335273771
60.34,5.091459163
60.3667,5.12562652
60.4098,5.68470848
60.5994,6.632967393
60.82,7.303372439
60.9792,8.795325873
61.00848929,8.342853743
61.03,7.940341091
61.0385,7.940341091
61.05,7.523394147
61.0745,5.801486506
61.16666667,5.568622165
61.16666667,5.484414005
61.3,6.064012411
61.441,5.277874541
61.5,4.987308695
61.7,4.265851054
61.7308,4.15950911
61.7569,4.506818562
61.7872,4.454753304
61.8077,4.454753304
61.846,4.401557881
61.9499,4.312596388
62.03,2.830765841
62.05,2.816109208
62.06,2.684702983
62.07,2.554176649
62.1,2.415535263
62.2624,2.456927219
62.4,2.466998243
62.4623,2.443155791
62.5,2.419085234
62.5769,2.540217029
62.5789,2.821895876
62.6173,2.811125822
62.87,2.328160577
62.8713,2.24618952
62.9751,2.322761131
63.1,3.027272813
63.155,2.909135889
63.2,2.794682941
63.3462,3.228266946
63.4211,3.900304043
63.4502,4.123554347
63.53,4.26992436
63.6,3.83103472
63.78,3.685896872
63.7941,3.734580501
64,4.000048066
64.1,3.899538248
64.1154,4.805275723
64.33,5.093937015
64.371,4.442761786
64.4,4.19013697
64.4996,3.304598313
64.5,3.52857815
64.5,3.338103899
64.6364,3.49984334
64.6381,3.486481619
64.6538,3.437227425
64.7,3.361397207
64.7,3.285262294
64.8553,3.710761563
64.9,3.557812966
64.9,3.437422933
64.9708,3.532171341
65.1,3.55794573
65.1,3.527007135
65.17,2.770079684
65.3,2.697793045
65.3508,2.786581761
65.425,2.860456431
65.4291,2.778679273
65.5,2.53344397
65.844,2.516558157
65.87,2.010612697
66.0013,1.988154292
66.1,2.047319506
66.1471,2.735129598
66.16,2.55409148
66.3,2.807136876
66.36,2.602199828
66.439,2.69305708
66.49,2.548286345
66.5387,2.722415239
66.64546787,2.664767732
66.8513,2.765945306
67.2,2.157131996
67.22,2.015511157
67.2514,5.816314284
67.3238,6.528099174
67.41,6.575057649
67.5,7.174107885
67.5769,7.164349778
67.675,7.099769423
67.83333333,6.860589042
67.83333333,6.540735017
67.9641,7.028613488
68.02,6.554672516
68.1,6.147700587
68.1,5.834545296
68.5001,3.018815395
68.6,2.96247825
68.6768,3.272880065
68.8,3.253903911
68.9,2.876878813
68.95,2.728201551
69.2525,2.601874451
69.3301,2.819823892
69.409,2.630085634
69.51,2.560507877
69.51,2.436680256
69.6768,2.398738094
69.8,2.207116277
69.8071,2.113888104
69.8647,2.403034236
70,2.576006566
70.02765502,2.537891432
70.0286,2.642986015
70.3289,2.527229237
70.34,2.744041446
70.44,2.688296497
70.5,2.576441886
70.5,2.5230626
70.5,2.431292641
70.5774,2.720826668
70.6116,2.83619547
70.7,2.797990603
70.7923,2.782730821
70.9,2.705571647
70.9,2.71498754
71.01,2.638258356
71.0525,2.820470838
71.0748,2.761504281
71.1,2.720465584
71.15505073,2.704614701
71.428,2.343376977
71.44,2.338683099
71.564,2.475745468
71.7568,2.411428097
71.7652,2.754519275
71.85,2.659699214
71.9,2.826359509
72.03,2.889998779
72.0895,2.832378555
72.1,2.7740027
72.2,2.691695143
72.2404,2.874484898
72.53,3.141537352
72.6,3.098961158
72.7,3.108013132
72.7505,2.949151917
72.9,2.219587771
72.9531,2.558398095
73.0541,3.241411065
73.2895,3.289549577
73.4231,3.252483112
73.5,3.179912244
73.6064,3.932221343
73.7,3.808167529
73.7,3.578040407
73.74,3.421408098
73.8,3.446115771
73.8,3.269008476
73.84,3.035057613
73.9,3.167943014
73.9,3.166493324
73.9,3.162991565
73.9,3.144896982
74.09,2.41979543
74.1,2.379946211
74.106,2.331549862
74.2,2.30046272
74.3,2.220809193
74.3191,2.403671529
74.3458,2.38884676
74.5,2.312452047
74.5,2.833463199
74.5526,2.914684031
74.7,2.864635915
74.7943,3.10127233
74.88,3.371431342
74.9143,3.298140877
75.4,4.022968961
75.5,2.872099208
75.507,3.177352944
75.53992545,3.03387843
75.6,2.686819234
75.6,3.841923181
75.7,3.70460104
75.8158,3.46846364
75.824,3.226072323
75.9,3.387711924
76,3.414662025
76,3.254981873
76.0696,3.261078824
76.2197,3.415501674
76.3,3.287439225
76.60488818,2.474453201
76.6385,2.480892499
76.8,2.468105837
76.82,2.109777667
76.8218,2.0380826
76.9324,2.254478329
77.07,2.282044636
77.07,2.247354341
77.0789,2.312090051
77.1,2.257953782
77.17,2.370433672
77.284,2.077095428
77.3059,2.280923448
77.38,2.143884873
77.4,2.203525283
77.5,2.52434334
77.5,2.445222827
77.5,2.439726064
77.7135,2.632966804
77.7732,2.8475144
78.01,3.042727922
78.3,3.3434471
78.3168,3.233549165
78.3928,3.668312636
78.7,3.478619467
78.73481363,2.999738091
78.7975,2.178037723
78.8,2.114992552
78.84,2.045670016
78.9,2.12732928
79,2.032875635
79,1.97214989
79.011,1.903043632
79.0721,2.283001578
79.2692,2.290542397
79.4789,2.131317121
79.5,2.153432875
79.5,2.187792291
79.5,2.221810723
79.6271,2.221810723
79.7,2.254030322
79.7063,2.176448388
79.7515,2.476081871
80.1591,3.429667637
80.2,3.240480754
80.3,3.210315061
80.39,3.068906841
80.4,3.029803845
80.4937,3.536274734
80.7025,4.361533465
80.7421,4.588854235
80.8,3.990159218
80.8152,3.688150021
80.86473908,3.607438996
80.9,3.429801849
81.1,3.309204012
81.1101,3.445748289
81.14,3.382498025
81.16666667,3.610253809
81.16666667,3.546352736
81.25,3.478123397
81.3604,3.806296021
81.4,3.922583465
81.47,3.759125998
81.7895,3.382213461
82,3.857947467
82.0053,3.812090608
82.1106,3.829696394
82.2,3.061362637
82.2,3.031776921
82.2687,3.614380973
82.3,3.456974048
82.45,2.938173131
82.6047,3.352511673
82.6058,3.161705235
82.832,2.765773403
82.99466454,2.745136088
83.2,2.690550459
83.2,2.550326912
83.267,2.384913138
83.29,1.790802917
83.3947,1.88721005
83.4,1.81849731
83.5,1.893809781
83.5,1.925926135
83.5,1.982055641
83.5,2.13124044
83.72,1.887618291
84.1,1.838439402
84.4,2.168382847
84.4845,2.057205179
84.5167,2.57508118
84.9,2.567699993
84.9,2.393970742
84.9144,2.524586645
85.05,2.388632323
85.1,2.365663117
85.1,2.408550887
85.1154,2.365418858
85.12458999,2.354823319
85.4,2.336866302
85.4158,2.333807694
85.6,1.888308776
85.9211,1.962698595
85.93333333,1.87401417
85.9674,2.089598907
86.1379,2.346375019
86.148,2.135139871
86.4005,2.125091244
86.5,1.958713238
86.54,1.900572459
86.73,1.879321841
86.7826,2.064548489
86.8,2.081987548
86.8,2.098141399
86.9,2.057408352
87,1.755098731
87.1211,1.834438756
87.2,1.759955213
87.25451544,1.756725021
87.3,1.744845388
87.4,1.738467545
87.5,1.862964645
87.5809,2.0057659
87.83333333,2.58346547
87.83333333,2.664756045
88.25,5.342754855
88.3,5.999466452
88.3158,5.355656426
88.3211,4.919134496
88.3308,4.667555516
88.4,4.733702243
88.402,4.419585709
88.42,4.082203919
88.54,4.035123923
88.6,3.911648395
88.8,3.74955371
88.82,3.528516889
88.9,2.980264456
88.9127,2.826067112
89.01,2.743868709
89.0534,3.011202873
89.2,2.946790665
89.2,2.873064135
89.2053,2.856818699
89.38444089,1.934364956
89.4,1.923017
89.5,2.181158929
89.5842,2.126816833
89.6,2.178321623
90,2.61990149
90.06,2.144384627
90.1,2.213641005
90.1652,2.281448363
90.21,2.276617935
90.21,2.211530127
90.2318,2.110788657
90.5259,2.554312033
90.7,2.700135627
90.7,2.522122914
90.7842,2.525100428
90.9615,2.500781928
91.3,2.969889161
91.4,2.7959028
91.7,2.415580615
91.73,2.092371538
91.785,2.693626656
91.89,2.587648822
91.961,2.429611309
91.9842,2.971765318
91.9984,3.79747682
92.13634064,3.663629191
92.1478,3.412140008
92.21,3.252727275
92.244,3.132436625
92.6,3.20773807
92.9,3.164915785
93.03,1.691169116
93.2,1.876854477
93.4709,4.445255663
93.5,4.144259955
93.57,3.83855325
93.8846,3.826974465
93.9,3.755131888
94.043,3.598572808
94.0637,3.308547663
94.4,3.168638314
94.5,1.859896851
94.5,1.996763247
94.6,2.092746564
94.6,2.168824338
94.7,2.454809188
94.9434,2.808827357
94.97,2.669798481
94.9962,3.433568586
95.1,3.78604294
95.1,3.61789546
95.2,3.42912722
95.25,3.314241738
95.3,3.204006748
95.50902192,3.180573418
95.8,2.939585724
95.8175,2.73230822
95.8175,2.556745052
95.9,2.933694529
95.9791,2.886260189
96.1,2.248476462
96.2,2.293072298
96.3,2.331871468
96.4159,2.521513398
96.67,2.367494142
96.7,2.391626474
96.8077,2.378534548
96.92,2.175546157
97.1379,2.380309531
97.238,2.319101321
97.3,2.306840316
97.5,2.056597461
97.8884,2.418066386
97.8951,2.186029226
98.1,2.120982412
98.15,2.57580427
98.44,2.616275636
98.4895,3.065175156
98.6,2.993739798
98.663,2.67426774
98.7,2.547908069
98.73,2.352196603
98.85,2.254548429
98.88,2.245866125
99,2.298912352
99.2,1.789889339
99.32,1.678774023
99.3609,1.856898004
99.5,1.60620545
99.715,1.924501331
99.731,2.066804839
99.811,1.931290135
99.867,1.891961135
99.9,1.849025892
100.2,1.806417578
100.28,1.762990419
100.421,1.545465301
100.5,1.605622423
100.664,2.696167351
100.7,2.613715654
100.833,3.00689951
100.89,3.082217095
101.1,3.14156122
101.1666667,3.176731944
101.1666667,3.196500669
101.2,3.170644799
101.268,3.381898506
101.4148542,3.440908565
101.521,4.003097957
101.7,3.086033304
101.726,2.892127055
101.8,2.803274003
101.9,2.726297786
101.96,2.613283824
102,2.549172902
102.1,2.506783082
102.279,2.71178632
102.306,2.744335985
102.36,2.551217612
102.5,2.555290034
102.567,2.162056963
102.6,2.126660645
102.654,2.126962051
102.6822814,2.103142495
102.7,2.148542769
102.8,2.193322196
102.8,2.205991587
102.9,2.156523463
102.991,2.672208802
103.1,2.681914531
103.1,2.619547674
103.4,2.194232043
103.4,2.191398246
103.542,2.403693621
103.6,2.492314039
103.63,2.429946152
103.642,2.306247906
103.778,2.517193169
103.8,2.566916963
103.9,2.592382464
104.1,2.115176583
104.1,2.088930568
104.2,2.116370168
104.2031939,2.116308267
104.3,2.051793074
104.4,2.084272504
104.8,1.826797302
104.8,1.826803759
104.805,2.931806194
104.992,2.973798849
105.024,2.798517786
105.024,2.623737135
105.1,2.690881676
105.1,2.737088509
105.2,2.641346826
105.2,2.580461907
105.2171356,2.589605738
105.3,2.673219299
105.31,2.584292908
105.558,2.542061967
105.8,2.549278153
105.942,1.815915939
105.955,1.718996295
106,1.692238037
106.1,1.750226571
106.1,1.791937749
106.2,1.833239061
106.4845627,1.813767627
106.6,1.946630387
106.7,1.85338548
106.9,1.829192471
106.9,1.828737548
106.99,1.783967091
107.3,1.744274812
107.395,1.890732564
107.473,1.781625327
107.6,1.641608562
107.7519899,1.744561372
107.8,1.685415902
107.8333333,1.564183892
107.8333333,1.800939867
107.893,1.926696828
107.893,2.003999717
108.11,2.119019648
108.288,2.238421703
108.473,2.280790458
108.5,2.277478177
108.592,2.479778883
108.595,2.46053804
108.67,2.479241356
108.7,2.389816269
108.73,2.33866664
109.019417,2.331128798
109.274,2.593776323
109.3,2.381140854
109.389,2.218523791
109.5,2.677811718
109.6,2.396262818
109.6,2.345391429
109.6,2.266425287
109.627,2.166938419
109.795,2.528070899
109.81,2.645902661
109.935,2.656675542
110.3,2.573342831
110.346,2.790328476
110.5,2.505438015
110.883,2.703409786
110.995,2.852359266
111,2.773016666
111.04,2.623829437
111.045,2.623829437
111.3,2.654031958
111.305,2.450040575
111.4,2.005587971
111.419,2.148955485
111.423,2.1500756
111.606,2.010398537
111.66,1.852173625
111.8,1.859994628
111.82,1.740858075
111.956,1.86978519
112.2,1.67024763
112.4,1.713983288
112.492,1.648580025
112.511,2.143373056
112.8,2.593775696
112.8941667,2.867187982
113.028,2.73799477
113.18,2.573568628
113.221,2.477859522
113.35,2.40379783
113.565,1.998177155
113.6,1.906282723
113.6,1.886413841
113.711,2.657221148
114,2.702583966
114.085,11.26948464
114.101,10.51876798
114.2,10.55060363
114.2,9.750052635
114.23,9.756915024
114.23,9.139290677
114.3,8.568676459
114.36,8.522984604
114.4,8.030222496
114.5,7.514450693
114.5,7.06972094
114.638,7.908239246
114.8,7.351592017
114.847,7.924150496
114.94,7.554690768
115.136,2.577515231
115.174,2.732959513
115.281,3.150868648
115.29,3.060261552
115.3,3.117107364
115.3,3.059527902
115.4983333,3.206757705
115.65,3.575304993
115.71,3.711369511
116,2.651993487
116.1,2.499987425
116.174,2.743782414
116.2,2.701188081
116.247,2.809489124
116.599,2.804980251
116.6,2.77183217
116.76,2.255594295
116.783,2.358876651
116.783,2.551600025
117.052,2.510020595
117.269,2.076667974
117.319,2.317785531
117.374,2.364917734
117.4,2.247701933
117.562,2.220857946
117.8,2.101728177
117.856,2.344709296
117.96,2.320147151
117.968,2.338165404
118.392,2.3724978
118.517,2.800411067
118.53,2.486107154
118.6,2.400842724
118.7,2.31888697
118.7,2.253819231
118.8,2.423779598
118.833,2.423779598
118.86,2.062784503
118.929,2.130529985
118.968,1.951807528
119.04,2.018048888
119.13,1.972223696
119.465,2.05354267
119.5,2.087723382
119.6,2.154734958
119.639,2.234159426
119.8,2.166632822
120.001,2.962869664
120.065,2.746900603
120.1,2.57168512
120.16,2.538973099
120.178,2.538973099
120.192,2.485016181
120.27,2.402153302
120.5,2.256563659
120.538,2.932799196
120.6,2.863895867
120.701,2.868392269
120.7066667,2.780309854
120.883,2.798686903
120.9,2.699005251
121.074,2.558899369
121.1,2.554473007
121.1666667,2.516650324
121.1666667,2.325528101
121.35,2.678407275
